appeal_text,language,campaign_type,overall_quality_score,quality_label,data_origin,source
"இது மிக முக்கியமான வேண்டுகோள். நிதி பற்றாக்குறை உள்ளது. இதைப் பற்றி எல்லோரிடமும் சொல்ல தயக்கமாக உள்ளது, ஆனால் வேறு வழியில்லை. நன்கொடை அளியுங்கள். .",Tamil,children_welfare,1,low,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"என்ன செய்வது என்று தெரியவில்லை. எல்லோராலும் உதவ முடியாவிட்டாலும், கொஞ்சம் என்றாலும் பெறுமதியானது. குழந்தை தேவை காரணமாக சூழ்நிலையை சமாளிக்க சிரமமாக உள்ளது. எந்த தொகையும் மதிப்புமிக்கது.",Tamil,children_welfare,2,low,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"எங்களுக்கு உதவி தேவை. தீர்வு தேடுகிறோம். உங்கள் கருணைக்கு முன்கூட்டியே நன்றி. இதைப் பற்றி எல்லோரிடமும் சொல்ல தயக்கமாக உள்ளது, ஆனால் வேறு வழியில்லை.",Tamil,children_welfare,1,low,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
தயவுசெய்து பரிசீலியுங்கள். நிதி பற்றாக்குறை உள்ளது. தயவுசெய்து ஆதரவு தாருங்கள்.,Tamil,children_welfare,1,low,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
ஒரு குழந்தையின் நிலைமை காரணமாக நிதி பற்றாக்குறை உள்ளது. தொடர்ந்து சிரமப்படுகிறோம். இன்று வரை எந்த தீர்வும் கிடைக்கவில்லை. எந்த தொகையும் மதிப்புமிக்கது. இதற்கு முன் இவ்வளவு கடினமான தருணம் வந்ததில்லை.,Tamil,children_welfare,2,low,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"தொடர்ந்து சிரமப்படுகிறோம். தீர்வு தேடுகிறோம். எல்லோருக்கும் இது புரியும் என நினைக்கவில்லை, ஆனால் நிலைமை மிகவும் கடினமாக உள்ளது. நன்கொடை அளியுங்கள். இன்று வரை எந்த தீர்வும் கிடைக்கவில்லை.",Tamil,children_welfare,1,low,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
இதற்கு உங்கள் கவனம் தேவை. சூழ்நிலையை சமாளிக்க சிரமமாக உள்ளது. தினமும் இதையே யோசித்துக்கொண்டு தூக்கம் வரவில்லை. எந்த தொகையும் மதிப்புமிக்கது.,Tamil,children_welfare,1,low,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
இப்போதே உதவி தேவை. ஒரு வாரமாக இதைப் பற்றியே யோசித்துக் கொண்டிருக்கிறோம். இதைப் பார்த்து கொஞ்சம் யோசியுங்கள். இதற்கு முன் இவ்வளவு கடினமான தருணம் வந்ததில்லை.,Tamil,children_welfare,1,low,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
தயவுசெய்து உதவுங்கள். என்ன செய்யவேண்டும் என நிச்சயமாகத் தெரியவில்லை. இதற்கு முன் இவ்வளவு கடினமான தருணம் வந்ததில்லை. குழந்தை தேவை காரணமாக ஒரு நிலைமை உள்ளது. உங்கள் கருணைக்கு முன்கூட்டியே நன்றி. இன்று வரை எந்த தீர்வும் கிடைக்கவில்லை.,Tamil,children_welfare,2,low,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
இப்போதே உதவி தேவை. சூழ்நிலையை சமாளிக்க சிரமமாக உள்ளது. உங்கள் கருணைக்கு முன்கூட்டியே நன்றி.,Tamil,children_welfare,1,low,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"கடந்த சில நாட்களில் கோயம்புத்தூர் இல் கலா நடராஜன்க்கு கோயம்புத்தூர் இல் கலா நடராஜன்வின் வீட்டில் கூரை உத்திரம் இடிந்தது, மழைக்காலம் நெருங்குகிறது. உணவு, சுத்தமான தண்ணீர் மற்றும் தற்காலிக தங்குமிடத்திற்கு ரூ. 50,000 திரட்டுவதே இந்த நிதியின் நோக்கம்.",Tamil,housing_livelihood,4,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"உமா செல்வராஜ்வின் கதை மட்டக்களப்பு மக்கள் பலரின் மனதை தொட்டுள்ளது — மட்டக்களப்பு இல் உமா செல்வராஜ் சில மாதங்களாக சுவர்கள் தரையோடு சமமாகின நிலையிலிருந்து மீண்டும் கட்டியெழுப்ப முயற்சிக்கிறார். நம்பிக்கை நல உதவி அமைப்பு இந்த இடத்தை பரிசோதித்து உறுதிசெய்துள்ளது, கிடைக்கும் நன்கொடைகள் நேரடியாக குடும்பத்திற்கு வழங்கப்படும்.",Tamil,housing_livelihood,5,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"திண்டுக்கல் இல் பல ஆண்டுகளாக வாழ்ந்த அமுதா வேலுசாமிவின் குடும்பம் இப்போது போராடுகிறது. கிராம ஒற்றுமை சங்கம் உறுதிசெய்தபடி, திண்டுக்கல் இல் அமுதா வேலுசாமிவின் குடும்பத்திற்கு தற்காலிக கூடாரத்தில் வசிக்கிறார் காரணமாக பாதுகாப்பான தங்குமிடம் இல்லை. உணவு, சுத்தமான தண்ணீர் மற்றும் தற்காலிக தங்குமிடத்திற்கு ரூ. 50,000 திரட்டுவதே இந்த நிதியின் நோக்கம். உங்கள் சிறு நன்கொடையும் அமுதா வேலுசாமிவின் குடும்பத்திற்கு மீண்டும் நிலைக்க பெரும் ஆதரவாக இருக்கும். இக்குடும்பத்தின் போராட்டத்தில் இணைந்து ஆதரவளிக்க அழைக்கிறோம்.",Tamil,housing_livelihood,5,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"நல்லூர் இல் வசிக்கும் அருண் இராஜரட்ணம்க்கு நம்பிக்கை நல உதவி அமைப்பு உறுதிசெய்தபடி, நல்லூர் இல் அருண் இராஜரட்ணம்வின் குடும்பத்திற்கு கூரை இடிந்து விழுந்தது காரணமாக பாதுகாப்பான தங்குமிடம் இல்லை. உணவு, சுத்தமான தண்ணீர் மற்றும் தற்காலிக தங்குமிடத்திற்கு ரூ. 25,000 திரட்டுவதே இந்த நிதியின் நோக்கம். ஒளி நல மையம் இந்த இடத்தை பரிசோதித்து உறுதிசெய்துள்ளது, கிடைக்கும் நன்கொடைகள் நேரடியாக குடும்பத்திற்கு வழங்கப்படும். இது சிறிய வேண்டுகோள் இல்லை, ஆனால் உங்கள் பங்களிப்பால் பெரிய மாற்றம் சாத்தியம்.",Tamil,housing_livelihood,5,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"சென்னை இல் வசிக்கும் ஜெயக்குமார் இராமசாமிக்கு சென்னை இல் ஜெயக்குமார் இராமசாமி சில மாதங்களாக சுவர்கள் தரையோடு சமமாகின நிலையிலிருந்து மீண்டும் கட்டியெழுப்ப முயற்சிக்கிறார். உணவு, சுத்தமான தண்ணீர் மற்றும் தற்காலிக தங்குமிடத்திற்கு ரூ. 50,000 திரட்டுவதே இந்த நிதியின் நோக்கம். உங்கள் சிறு நன்கொடையும் ஜெயக்குமார் இராமசாமிவின் குடும்பத்திற்கு மீண்டும் நிலைக்க பெரும் ஆதரவாக இருக்கும். உங்கள் கருணை இக்குடும்பத்திற்கு வலிமையாக இருக்கும்.",Tamil,housing_livelihood,4,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"மூன்று மாதங்களுக்கு முன் நாகர்கோவில் இல் உமா வேலுசாமிவின் வாழ்க்கை மாறியது. நம்பிக்கை நல உதவி அமைப்பு உறுதிசெய்தபடி, நாகர்கோவில் இல் உமா வேலுசாமிவின் குடும்பத்திற்கு தற்காலிக கூடாரத்தில் வசிக்கிறார் காரணமாக பாதுகாப்பான தங்குமிடம் இல்லை. உணவு, சுத்தமான தண்ணீர் மற்றும் தற்காலிக தங்குமிடத்திற்கு ரூ. 25,000 திரட்டுவதே இந்த நிதியின் நோக்கம். இக்குடும்பம் மீண்டும் நிலைக்க உங்கள் ஆதரவு அவசியம்.",Tamil,housing_livelihood,5,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"மதுரை இல் வசிக்கும் தமிழ்செல்வி முருகேசன்க்கு மதுரை இல் தமிழ்செல்வி முருகேசன்வின் வீட்டில் தற்காலிக கூடாரத்தில் வசிக்கிறார், மழைக்காலம் நெருங்குகிறது. ஒளி நல மையம் இந்த இடத்தை பரிசோதித்து உறுதிசெய்துள்ளது, கிடைக்கும் நன்கொடைகள் நேரடியாக குடும்பத்திற்கு வழங்கப்படும். உங்களால் இயன்ற எந்த வகையிலும் ஆதரவளிக்க அழைக்கிறோம்.",Tamil,housing_livelihood,4,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"திண்டுக்கல் பகுதியில் கண்டறியப்பட்ட உமா பாண்டியன்வின் நிலை இதுவே: திண்டுக்கல் இல் உமா பாண்டியன் சில மாதங்களாக சுவர்கள் தரையோடு சமமாகின நிலையிலிருந்து மீண்டும் கட்டியெழுப்ப முயற்சிக்கிறார். உங்கள் சிறு நன்கொடையும் உமா பாண்டியன்வின் குடும்பத்திற்கு மீண்டும் நிலைக்க பெரும் ஆதரவாக இருக்கும். உணவு, சுத்தமான தண்ணீர் மற்றும் தற்காலிக தங்குமிடத்திற்கு ரூ. 35,000 திரட்டுவதே இந்த நிதியின் நோக்கம்.",Tamil,housing_livelihood,5,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"கடந்த சில நாட்களில் நல்லூர் இல் அமுதா ராமலிங்கம்க்கு நல்லூர் இல் அமுதா ராமலிங்கம் சில மாதங்களாக வீடு முற்றிலும் அழிந்தது நிலையிலிருந்து மீண்டும் கட்டியெழுப்ப முயற்சிக்கிறார். உணவு, சுத்தமான தண்ணீர் மற்றும் தற்காலிக தங்குமிடத்திற்கு ரூ. 35,000 திரட்டுவதே இந்த நிதியின் நோக்கம். ஒற்றுமை நிவாரண குழு இந்த இடத்தை பரிசோதித்து உறுதிசெய்துள்ளது, கிடைக்கும் நன்கொடைகள் நேரடியாக குடும்பத்திற்கு வழங்கப்படும். உங்களால் இயன்ற எந்த வகையிலும் ஆதரவளிக்க அழைக்கிறோம்.",Tamil,housing_livelihood,4,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"இந்த மாதம் வவுனியா இல் கார்த்திக் ராமலிங்கம் எதிர்கொள்ளும் சிரமம் இதுவே: நம்பிக்கை நல உதவி அமைப்பு உறுதிசெய்தபடி, வவுனியா இல் கார்த்திக் ராமலிங்கம்வின் குடும்பத்திற்கு சுவர்கள் தரையோடு சமமாகின காரணமாக பாதுகாப்பான தங்குமிடம் இல்லை. உணவு, சுத்தமான தண்ணீர் மற்றும் தற்காலிக தங்குமிடத்திற்கு ரூ.",Tamil,housing_livelihood,4,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"விக்னேஸ்வரன் கந்தசாமிவின் நிலையை அறிந்த மன்னார் மக்கள் வருத்தமடைந்தனர் — மன்னார் இல் விக்னேஸ்வரன் கந்தசாமி சில மாதங்களாக வீடு முற்றிலும் அழிந்தது நிலையிலிருந்து மீண்டும் கட்டியெழுப்ப முயற்சிக்கிறார். நெஞ்சம் விழிப்பு அறக்கட்டளை இந்த இடத்தை பரிசோதித்து உறுதிசெய்துள்ளது, கிடைக்கும் நன்கொடைகள் நேரடியாக குடும்பத்திற்கு வழங்கப்படும். உங்கள் கருணை இக்குடும்பத்திற்கு வலிமையாக இருக்கும்.",Tamil,housing_livelihood,5,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"வவுனியா இல் ஒரு சிறிய வீட்டில் பிரபு சண்முகநாதன் தன் குழந்தைகளுடன் வசிக்கிறார், எதிர்கால நல அமைப்பு உறுதிசெய்தபடி, வவுனியா இல் பிரபு சண்முகநாதன்வின் குடும்பத்திற்கு தற்காலிக கூடாரத்தில் வசிக்கிறார் காரணமாக பாதுகாப்பான தங்குமிடம் இல்லை. உணவு, சுத்தமான தண்ணீர் மற்றும் தற்காலிக தங்குமிடத்திற்கு ரூ. 18,000 திரட்டுவதே இந்த நிதியின் நோக்கம். உங்களால் இயன்ற எந்த வகையிலும் ஆதரவளிக்க அழைக்கிறோம்.",Tamil,housing_livelihood,5,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"வேலு பாலசுப்ரமணியம்வின் கதை யாழ்ப்பாணம் மக்கள் பலரின் மனதை தொட்டுள்ளது — எதிர்கால நல அமைப்பு உறுதிசெய்தபடி யாழ்ப்பாணம் இல் வேலு பாலசுப்ரமணியம்வின் குடும்பத்திற்கு கூரை உத்திரம் இடிந்தது காரணமாக பாதுகாப்பான தங்குமிடம் இல்லை. ஒற்றுமை நிவாரண குழு இந்த இடத்தை பரிசோதித்து உறுதிசெய்துள்ளது, கிடைக்கும் நன்கொடைகள் நேரடியாக குடும்பத்திற்கு வழங்கப்படும். இயன்ற உதவியை செய்யுங்கள் — சிறு பங்களிப்பும் மதிப்புமிக்கது.",Tamil,housing_livelihood,5,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"வவுனியா இல் செல்வம் சுப்ரமணியம் மற்றும் அவரது குடும்பம் பெரும் சவாலை எதிர்கொள்கிறது. வவுனியா இல் செல்வம் சுப்ரமணியம் சில மாதங்களாக தற்காலிக கூடாரத்தில் வசிக்கிறார் நிலையிலிருந்து மீண்டும் கட்டியெழுப்ப முயற்சிக்கிறார். உணவு, சுத்தமான தண்ணீர் மற்றும் தற்காலிக தங்குமிடத்திற்கு ரூ.",Tamil,housing_livelihood,4,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"அம்பாறை இல் ஒரு சிறிய வீட்டில் ராஜேஷ் கிருஷ்ணன் தன் குழந்தைகளுடன் வசிக்கிறார், கிராம நல சங்கம் உறுதிசெய்தபடி, அம்பாறை இல் ராஜேஷ் கிருஷ்ணன்வின் குடும்பத்திற்கு கூரை உத்திரம் இடிந்தது காரணமாக பாதுகாப்பான தங்குமிடம் இல்லை. உங்கள் சிறு நன்கொடையும் ராஜேஷ் கிருஷ்ணன்வின் குடும்பத்திற்கு மீண்டும் நிலைக்க பெரும் ஆதரவாக இருக்கும். குழந்தை நல அறக்கட்டளை இந்த இடத்தை பரிசோதித்து உறுதிசெய்துள்ளது, கிடைக்கும் நன்கொடைகள் நேரடியாக குடும்பத்திற்கு வழங்கப்படும்.",Tamil,housing_livelihood,5,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"புதுக்குடியிருப்பு பகுதியில் கண்டறியப்பட்ட அமுதா பாலசுப்ரமணியம்வின் நிலை இதுவே: ஒளி நல மையம் உறுதிசெய்தபடி, புதுக்குடியிருப்பு இல் அமுதா பாலசுப்ரமணியம்வின் குடும்பத்திற்கு வீடு முற்றிலும் அழிந்தது காரணமாக பாதுகாப்பான தங்குமிடம் இல்லை. நம்பிக்கை நல உதவி அமைப்பு இந்த இடத்தை பரிசோதித்து உறுதிசெய்துள்ளது, கிடைக்கும் நன்கொடைகள் நேரடியாக குடும்பத்திற்கு வழங்கப்படும். ஒற்றுமை நிவாரண குழு இந்த இடத்தை பரிசோதித்து உறுதிசெய்துள்ளது, கிடைக்கும் நன்கொடைகள் நேரடியாக குடும்பத்திற்கு வழங்கப்படும். உங்கள் கருணை இக்குடும்பத்திற்கு வலிமையாக இருக்கும். .",Tamil,housing_livelihood,5,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
கணேஷ் பாலசுப்ரமணியம்வின் நிலையை அறிந்த காத்தான்குடி மக்கள் வருத்தமடைந்தனர் — காத்தான்குடி இல் கணேஷ் பாலசுப்ரமணியம் சில மாதங்களாக கூரை உத்திரம் இடிந்தது நிலையிலிருந்து மீண்டும் கட்டியெழுப்ப முயற்சிக்கிறார்.,Tamil,housing_livelihood,4,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"அம்பாறை பகுதியில் கண்டறியப்பட்ட சண்முகம் நடராஜன்வின் நிலை இதுவே: அம்பாறை இல் சண்முகம் நடராஜன்வின் வீட்டில் சுவர்கள் தரையோடு சமமாகின, மழைக்காலம் நெருங்குகிறது. உணவு, சுத்தமான தண்ணீர் மற்றும் தற்காலிக தங்குமிடத்திற்கு ரூ. 12,000 திரட்டுவதே இந்த நிதியின் நோக்கம். இந்த வேண்டுகோளை பகிர்வது கூட பெரும் உதவியாக இருக்கும்.",Tamil,housing_livelihood,5,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"கடந்த சில நாட்களில் திருகோணமலை இல் விக்னேஸ்வரன் பாலசுப்ரமணியம்க்கு திருகோணமலை இல் விக்னேஸ்வரன் பாலசுப்ரமணியம்வின் வீட்டில் கூரை இடிந்து விழுந்தது, மழைக்காலம் நெருங்குகிறது. உணவு, சுத்தமான தண்ணீர் மற்றும் தற்காலிக தங்குமிடத்திற்கு ரூ. 12,000 திரட்டுவதே இந்த நிதியின் நோக்கம்.",Tamil,housing_livelihood,5,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"கடந்த சில நாட்களில் புத்தளம் இல் மலர் பாலசுப்ரமணியம்க்கு புத்தளம் இல் மலர் பாலசுப்ரமணியம்வின் வீட்டில் வீடு முற்றிலும் அழிந்தது, மழைக்காலம் நெருங்குகிறது.",Tamil,housing_livelihood,4,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"இந்திரா மணிவண்ணன்வின் கதை முல்லைத்தீவு மக்கள் பலரின் மனதை தொட்டுள்ளது — முல்லைத்தீவு இல் இந்திரா மணிவண்ணன் சில மாதங்களாக சுவர்கள் தரையோடு சமமாகின நிலையிலிருந்து மீண்டும் கட்டியெழுப்ப முயற்சிக்கிறார். கிராம ஒற்றுமை சங்கம் இந்த இடத்தை பரிசோதித்து உறுதிசெய்துள்ளது, கிடைக்கும் நன்கொடைகள் நேரடியாக குடும்பத்திற்கு வழங்கப்படும். இயன்ற உதவியை செய்யுங்கள் — சிறு பங்களிப்பும் மதிப்புமிக்கது.",Tamil,housing_livelihood,4,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"தஞ்சாவூர் இல் வசிக்கும் இளங்கோ சிவகுமார்க்கு தஞ்சாவூர் இல் இளங்கோ சிவகுமார்வின் வீட்டில் வீடு முற்றிலும் அழிந்தது மழைக்காலம் நெருங்குகிறது. உங்கள் சிறு நன்கொடையும் இளங்கோ சிவகுமார்வின் குடும்பத்திற்கு மீண்டும் நிலைக்க பெரும் ஆதரவாக இருக்கும். கிராம ஒற்றுமை சங்கம் இந்த இடத்தை பரிசோதித்து உறுதிசெய்துள்ளது, கிடைக்கும் நன்கொடைகள் நேரடியாக குடும்பத்திற்கு வழங்கப்படும். உங்கள் உதவி இக்குடும்பத்தின் வாழ்க்கையில் மாற்றத்தை ஏற்படுத்தும்.",Tamil,housing_livelihood,4,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"சென்னை இல் ஒரு சிறிய வீட்டில் அன்பரசி பாண்டியன் தன் குழந்தைகளுடன் வசிக்கிறார், சென்னை இல் அன்பரசி பாண்டியன்வின் வீட்டில் சுவர்கள் தரையோடு சமமாகின, மழைக்காலம் நெருங்குகிறது. உணவு, சுத்தமான தண்ணீர் மற்றும் தற்காலிக தங்குமிடத்திற்கு ரூ. 35,000 திரட்டுவதே இந்த நிதியின் நோக்கம். உங்கள் சிறு நன்கொடையும் அன்பரசி பாண்டியன்வின் குடும்பத்திற்கு மீண்டும் நிலைக்க பெரும் ஆதரவாக இருக்கும். உங்கள் உதவி இக்குடும்பத்தின் வாழ்க்கையில் மாற்றத்தை ஏற்படுத்தும்.",Tamil,housing_livelihood,5,high,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
முல்லைத்தீவு இல் சித்ரா ஜெயபாலன் சுவர்கள் தரையோடு சமமாகின நிலையிலிருந்து இன்னும் மீளவில்லை. இந்த வாரத்தில் நிலைமை மேலும் மோசமடைந்துள்ளது.,Tamil,housing_livelihood,3,medium,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
கொழும்பு இல் வீட்டுவசதி பிரச்சனையை எதிர்கொள்ளும் மணிகண்டன் அன்பரசுக்கு வீட்டை பழுதுபார்க்க உதவி தேவை. இது தொடர்பாக மேலும் விவரங்களைப் பெற முயற்சிக்கிறோம். .,Tamil,housing_livelihood,3,medium,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
இளங்கோ நடராஜன்வின் வீடு யாழ்ப்பாணம் இல் சமீபத்தில் சேதமடைந்தது. புனரமைப்புக்கு பொருட்களுக்கு ஆதரவு தேவை. குடும்பத்தின் சேமிப்பு ஏற்கனவே தீர்ந்துவிட்டது.,Tamil,housing_livelihood,3,medium,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"முருகன் ராமலிங்கம்வின் வீடு வவுனியா இல் சமீபத்தில் சேதமடைந்தது. புனரமைப்புக்கு பொருட்களுக்கு ஆதரவு தேவை. இது ஒரு தனிப்பட்ட சம்பவம் இல்லை, பகுதியில் இன்னும் சில குடும்பங்களையும் பாதித்துள்ளது.",Tamil,housing_livelihood,3,medium,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
நாகர்கோவில் இல் வீட்டுவசதி பிரச்சனையை எதிர்கொள்ளும் நாகராஜ் கிருஷ்ணன்க்கு வீட்டை பழுதுபார்க்க உதவி தேவை.,Tamil,housing_livelihood,3,medium,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
சென்னை இல் கலா கிருஷ்ணன் கூரை இடிந்து விழுந்தது நிலையிலிருந்து இன்னும் மீளவில்லை. இந்த வாரத்தில் நிலைமை மேலும் மோசமடைந்துள்ளது.,Tamil,housing_livelihood,3,medium,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
திருமலை இல் சங்கர் ஜெயபாலன் தற்காலிக கூடாரத்தில் வசிக்கிறார் நிலையிலிருந்து இன்னும் மீளவில்லை.,Tamil,housing_livelihood,3,medium,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
யாழ்ப்பாணம் இல் வீட்டுவசதி பிரச்சனையை எதிர்கொள்ளும் குமார் முருகேசன்க்கு வீட்டை பழுதுபார்க்க உதவி தேவை. இது தொடர்பாக மேலும் விவரங்களைப் பெற முயற்சிக்கிறோம்.,Tamil,housing_livelihood,3,medium,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
வல்வெட்டித்துறை இல் வீட்டுவசதி பிரச்சனையை எதிர்கொள்ளும் கோகிலா சிவகுமார்க்கு வீட்டை பழுதுபார்க்க உதவி தேவை. இந்த வாரத்தில் நிலைமை மேலும் மோசமடைந்துள்ளது.,Tamil,housing_livelihood,3,medium,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
தஞ்சாவூர் இல் வீட்டுவசதி பிரச்சனையை எதிர்கொள்ளும் குமார் இராஜரட்ணம்க்கு வீட்டை பழுதுபார்க்க உதவி தேவை. குடும்பத்தின் ஏனைய உறுப்பினர்களும் இந்த சூழலில் பெரும் நெருக்கடியில் உள்ளனர்.,Tamil,housing_livelihood,3,medium,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
கிளிநொச்சி இல் கலா கிருஷ்ணன் கூரை இடிந்து விழுந்தது நிலையிலிருந்து இன்னும் மீளவில்லை.,Tamil,housing_livelihood,3,medium,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"அருண் சிவலிங்கம்வின் வீடு அம்பாறை இல் சமீபத்தில் சேதமடைந்தது. புனரமைப்புக்கு பொருட்களுக்கு ஆதரவு தேவை. சில அண்டை வீட்டார் ஏற்கனவே உதவியுள்ளனர், ஆனால் போதுமானதாக இல்லை. சில அண்டை வீட்டார் ஏற்கனவே உதவியுள்ளனர், ஆனால் போதுமானதாக இல்லை.",Tamil,housing_livelihood,3,medium,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"யாழ்ப்பாணம் இல் அன்பழகன் செல்வராஜ் சுவர்கள் தரையோடு சமமாகின நிலையிலிருந்து இன்னும் மீளவில்லை. குடும்பத்தின் சேமிப்பு ஏற்கனவே தீர்ந்துவிட்டது. சில அண்டை வீட்டார் ஏற்கனவே உதவியுள்ளனர், ஆனால் போதுமானதாக இல்லை.",Tamil,housing_livelihood,3,medium,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
வேலு சிவகுமார்வின் வீடு திண்டுக்கல் இல் சமீபத்தில் சேதமடைந்தது. புனரமைப்புக்கு பொருட்களுக்கு ஆதரவு தேவை. அவசர தேவை காரணமாக தாமதிக்க முடியாத நிலை உள்ளது.,Tamil,housing_livelihood,3,medium,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
மதுரை இல் மீனா பாண்டியன் கூரை உத்திரம் இடிந்தது நிலையிலிருந்து இன்னும் மீளவில்லை.,Tamil,housing_livelihood,3,medium,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
புதுக்குடியிருப்பு இல் வீட்டுவசதி பிரச்சனையை எதிர்கொள்ளும் வேலு பழனியப்பன்க்கு வீட்டை பழுதுபார்க்க உதவி தேவை. இது தொடர்பாக மேலும் விவரங்களைப் பெற முயற்சிக்கிறோம்.,Tamil,housing_livelihood,3,medium,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
அக்கரைப்பற்று இல் வீட்டுவசதி பிரச்சனையை எதிர்கொள்ளும் பிரபு அன்பரசுக்கு வீட்டை பழுதுபார்க்க உதவி தேவை. இந்த வாரத்தில் நிலைமை மேலும் மோசமடைந்துள்ளது.,Tamil,housing_livelihood,3,medium,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
அம்பாறை இல் வேலு மணிவண்ணன் கூரை இடிந்து விழுந்தது நிலையிலிருந்து இன்னும் மீளவில்லை. இந்த வாரத்தில் நிலைமை மேலும் மோசமடைந்துள்ளது.,Tamil,housing_livelihood,3,medium,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
நாகர்கோவில் இல் வீட்டுவசதி பிரச்சனையை எதிர்கொள்ளும் சரவணன் அன்பரசுக்கு வீட்டை பழுதுபார்க்க உதவி தேவை. இதுவரை எந்த அரசு உதவியும் கிடைக்கவில்லை. குடும்பத்தின் ஏனைய உறுப்பினர்களும் இந்த சூழலில் பெரும் நெருக்கடியில் உள்ளனர்.,Tamil,housing_livelihood,3,medium,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"ஜெயக்குமார் இராஜரட்ணம்வின் வீடு காத்தான்குடி இல் சமீபத்தில் சேதமடைந்தது. புனரமைப்புக்கு பொருட்களுக்கு ஆதரவு தேவை. சில அண்டை வீட்டார் ஏற்கனவே உதவியுள்ளனர், ஆனால் போதுமானதாக இல்லை.",Tamil,housing_livelihood,3,medium,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
"சேலம் இல் ரவி சண்முகநாதன் தற்காலிக கூடாரத்தில் வசிக்கிறார் நிலையிலிருந்து இன்னும் மீளவில்லை. இது ஒரு தனிப்பட்ட சம்பவம் இல்லை, பகுதியில் இன்னும் சில குடும்பங்களையும் பாதித்துள்ளது.",Tamil,housing_livelihood,3,medium,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
மலர் பழனியப்பன்வின் வீடு திருமலை இல் சமீபத்தில் சேதமடைந்தது. புனரமைப்புக்கு பொருட்களுக்கு ஆதரவு தேவை. குடும்பத்தின் ஏனைய உறுப்பினர்களும் இந்த சூழலில் பெரும் நெருக்கடியில் உள்ளனர்.,Tamil,housing_livelihood,3,medium,controlled_augmentation_native_reviewed,native_reviewed_multilingual_supplement
